   4.11615086       1.56998718       3.52410245       35.7799873       311.961029       297.954102    
   2.20361519       6.00294638       4.52567101      -18.9098148       293.191284       334.028442    
   9.24860382       8.62781334       1.05099237       152.424149       456.864380       369.037262    
   9.21525383       8.44410515      0.430005401       207.805511       368.494965       276.221710    
   9.33843327       3.66926908       4.35051441       107.517220       355.180298       343.171234    
   6.22396421       4.74908257       5.71168756       87.2390823       309.937836       343.400299    
   4.87299824      0.104693152       6.40428019       65.4909363       287.661102       335.109863    
   3.29866529      0.661998212       12.6921167      -51.7504616       343.826630       222.151321    
   3.47017336      0.493252158       12.8710308       118.050362       401.314789       366.218201    
   1.65882170       2.28101611       14.0446806       40.2789497       397.125885       138.641083    
  0.775916934       1.62514484       12.2357540      -44.7468872       373.275269       345.027252    
   1.05480897       9.66993904       18.5572414       180.907867       50.5760956       118.212997    
  0.320438445       9.07822895       16.1938038       195.176804       80.0877686       13.2044249    
  0.970202863       8.53394890       14.7900000       140.769180       175.342651      -26.7145443    
   2.08899999       7.60045528       14.1951542      -68.4272766       597.264343       114.940536    
   2.42584610       7.63495207       14.2399855       105.541504       504.793427       242.450424    
   1.88178551       8.32263470       13.1526289       77.6236038      -8.94436741       347.115051    
   2.24348211       9.74906826       11.9758158       129.598602       31.6397591       264.542175    
   1.62840223       7.12773609       13.2953987       12.5682840       204.707748       368.989014    
   1.59811068       6.99890757       13.3068924      -68.8047256       276.647095       354.544678    
   3.64240313       5.39863062       13.2971354      -19.4611416       310.624420       491.474213    
   7.12123156       7.92998695       10.5086145       150.706390       374.140503       441.658813    
   5.38217831       5.98692942       13.5873985      -74.3060913       418.108582       368.498810    
   7.50958157       7.36979055       17.0606270       163.937744       358.484344       253.503784    
   8.44639683       8.31456375       19.3898125       68.5988846       118.011063       500.832611    
   8.42256832       8.26933479       19.4469891       100.928024       363.353638       128.889465    
   5.59749699       1.22999704       15.1551437       43.6057854       394.797729       284.091064    
   6.07271957       4.43751335       11.7900848      -99.4663391       222.090073       346.005371    
   5.06183386       2.02612734       10.5903826       40.7298927       406.613892       407.451111    
   7.50624800       2.38087654       10.9378939       217.827515       425.787689       82.8531113    
   7.66879082       2.43465900       10.9185305       266.979065       354.812317       249.538055    
   7.84641790       1.95123506       10.5909576       15.6976337       519.494507       441.181641    
   13.9388008       6.13618565       18.7390747       258.861206       518.059937       360.606049    
   15.4494600       7.71275854       14.3339939       446.416199       503.341736       453.548706    
   15.0805731       8.53558254       14.2459049       386.699310       506.119751       385.597107    
